model	scientificName	height	x_meters	y_meters
Browning	Axis axis	8.4	-3.484689923	0.304284019
Browning	Axis axis	8.4	-2.84819669	-0.262816794
Browning	Macaca mulatta	8.4	-2.684267021	0.924490933
Browning	Axis axis	8.4	-3.090430244	0.344148559
Browning	Macaca mulatta	8.4	-2.140413804	0.61180523
Browning	Axis axis	7.5	-1.746638496	-0.485721895
Browning	Axis axis	7.5	-3.054128432	0.68107872
Browning	Canis aureus	7.16	-0.041780578	-1.421411329
Browning	Canis aureus	7.16	1.496707369	-0.391315605
Browning	Canis aureus	7.16	1.149738573	0.189607036
Browning	Canis aureus	7.16	-1.148449383	0.011907118
Browning	Canis aureus	7.16	2.325810291	0.352226078
Browning	Axis axis	7.16	-1.082964505	-0.872585058
Browning	Hystrix indica	7.16	0.493420693	-0.282313162
Browning	Hystrix indica	7.16	0.571661591	0.20803026
Browning	Canis aureus	7.16	-1.568180783	-0.070865504
Browning	Canis aureus	7.16	1.272039261	0.025179375
Browning	Sus scrofa	7.16	-1.257388943	-0.141269145
Browning	Canis aureus	7.16	-1.274447907	-0.293639077
Browning	Canis aureus	7.16	-1.337131844	-0.446771282
Browning	Canis aureus	7.16	-0.461673135	0.007913271
Browning	Canis aureus	7.16	0.916401047	-0.103397944
Browning	Canis aureus	7.16	2.238633446	-1.013096905
Browning	Canis aureus	7.16	1.126249374	-0.344522083
Browning	Canis aureus	7.16	-1.277695352	0.432047715
Browning	Canis aureus	7.16	-0.341020554	-0.347653914
Browning	Canis aureus	7.16	-1.025473953	0.212611363
Browning	Canis aureus	7.16	-1.348333009	0.663747374
Browning	Canis aureus	7.16	-0.786050775	-0.039016681
Browning	Muntiacus muntjak	7.16	2.080679323	-0.043971191
Browning	Canis aureus	7.16	-0.877271564	-0.760719848
Browning	Canis aureus	7.16	-0.918371742	0.173606406
Browning	Canis aureus	7.16	0.987344179	-0.082497103
Browning	Canis aureus	7.16	-0.664907422	0.010348125
Browning	Axis axis	7.16	2.432448849	-0.500523128
Browning	Canis aureus	7.16	0.461213209	1.102031947
Browning	Canis aureus	7.16	0.768349615	-0.543701953
Browning	Canis aureus	7.16	0.603816133	0.799497288
Browning	Canis aureus	7.16	0.361391938	-0.108146015
Browning	Sus scrofa	7.16	0.276924946	0.232953755
Browning	Canis aureus	7.16	0.797601067	0.644110618
Browning	Canis aureus	7.16	-0.438480615	-1.187325627
Browning	Semnopithecus schistaceus	7.16	0.557312084	0.017389457
Browning	Semnopithecus schistaceus	7.16	0.12391969	1.310465404
Browning	Canis aureus	7.16	1.136692308	0.015134562
Browning	Rhinoceros unicornis	7.1	-0.204762873	-2.09140895
Browning	Semnopithecus schistaceus	7.5	1.283802876	-1.84362417
Browning	Semnopithecus schistaceus	7.5	-1.769015436	0.228957532
Browning	Axis porcinus	7.08	-0.229841824	0.522806652
Browning	Axis porcinus	7.08	-1.165991101	-0.379006679
Browning	Muntiacus muntjak	7.08	-1.0584383	-0.640245947
Browning	Axis axis	7.08	-2.153642335	-0.184095715
Browning	Muntiacus muntjak	7.08	-2.153642335	-0.184095715
Browning	Muntiacus muntjak	7.08	-0.618691266	0.219126744
Browning	Axis porcinus	7.08	-1.462834334	0.244894668
Browning	Muntiacus muntjak	7.08	-1.112297079	0.691802199
Browning	Axis axis	7.08	-1.317213062	0.007384779
Browning	Axis axis	7.08	-1.421750321	-0.224067327
Browning	Muntiacus muntjak	7.08	-1.421750321	-0.224067327
Browning	Muntiacus muntjak	7.08	-0.838492417	0.087954034
Browning	Axis axis	7.08	-1.248817733	-0.835598952
Browning	Sus scrofa	7.08	2.590291468	0.215549254
Browning	Sus scrofa	7.08	-1.587203921	-0.890652492
Browning	Canis aureus	7.08	-1.216252857	-0.639334645
Browning	Panthera tigris	7.08	-2.812316451	0.148941759
Browning	Axis axis	7.08	-1.528724512	0.61659526
Browning	Axis porcinus	7.75	1.847752746	-0.409491056
Browning	Semnopithecus schistaceus	7.75	2.414509738	0.341869364
Browning	Muntiacus muntjak	7.8	0.21412062	0.903419283
Browning	Sus scrofa	7.8	-0.49736105	0.343555055
Browning	Semnopithecus schistaceus	7.8	1.303565672	0.505236561
Browning	Rusa unicolor	7.8	0.896880581	-0.545262626
Browning	Panthera tigris	7.8	1.351072099	-0.005364652
Browning	Macaca mulatta	7.3	0.608982345	0.046663158
Browning	Hystrix indica	7.3	-0.586209747	0.945588076
Browning	Hystrix indica	7.3	-0.609426078	-0.976247002
Browning	Hystrix indica	7.3	0.467825779	0.068647063
Browning	Macaca mulatta	7.3	3.105736474	0.474063583
Browning	Axis axis	7.3	3.105736474	0.474063583
Browning	Axis porcinus	7.3	-0.499876965	0.173962146
Browning	Macaca mulatta	7.3	-0.493752474	0.05184539
Browning	Macaca mulatta	7.3	-1.961736336	0.522287872
Browning	Panthera tigris	7.7	-3.605919875	-0.72339743
Browning	Rusa unicolor	7.5	2.336279835	0.714407718
Browning	Sus scrofa	7.5	-2.461717679	0.455692166
Browning	Macaca mulatta	7.5	-1.405800978	0.902074508
Browning	Semnopithecus schistaceus	7.5	-2.104792048	1.589151345
Browning	Rusa unicolor	7.5	-1.675857647	-0.629587277
Browning	Hystrix indica	7.35	1.28242312	0.019663905
Browning	Canis aureus	7.35	1.436469669	0.312257191
Browning	Axis axis	7.35	-1.651893391	-0.125601299
Browning	Axis axis	7.35	1.272647513	0.36616944
Browning	Semnopithecus schistaceus	7.35	-1.576087774	-1.773121817
Browning	Semnopithecus schistaceus	7.35	-1.909466136	-1.617293915
Browning	Semnopithecus schistaceus	7.35	-1.619032993	-0.58512275
Browning	Muntiacus muntjak	7.35	2.458581733	-0.214165518
Browning	Elephas maximus	7.35	-3.706966479	-0.684212444
Browning	Elephas maximus	7.35	1.444437935	1.606719387
Browning	Muntiacus muntjak	7.35	2.836721772	0.084677623
Browning	Axis axis	7.35	1.214695146	0.490108504
Browning	Panthera tigris	7.35	3.243230706	0.048769815
Browning	Rhinoceros unicornis	7.35	-0.10191924	-0.113840546
Browning	Rhinoceros unicornis	7.35	1.644176534	1.468426355
Browning	Muntiacus muntjak	7.35	0.784148958	0.75443206
Browning	Rhinoceros unicornis	7.35	-0.468667143	-0.214165518
Browning	Rhinoceros unicornis	7.35	2.479420324	1.398755148
Browning	Semnopithecus schistaceus	7.5	-3.531105287	1.096122274
Browning	Muntiacus muntjak	7.5	0.710042349	-0.311883141
Browning	Muntiacus muntjak	7.5	3.091629922	0.274217036
Browning	Muntiacus muntjak	7.5	1.587369111	0.41682679
Browning	Muntiacus muntjak	7.5	3.026187975	0.345934053
Browning	Axis axis	7.5	2.045676984	0.548120294
Browning	Axis axis	7.5	0.919933952	-0.291698189
Browning	Semnopithecus schistaceus	7	1.55090069	1.106593837
Browning	Semnopithecus schistaceus	7	-1.262210048	0.891571983
Browning	Muntiacus muntjak	7	2.011059339	0.058244423
Browning	Muntiacus muntjak	7	0.578059395	0.557022424
Browning	Elephas maximus	7.4	3.166505255	0.756956548
Browning	Muntiacus muntjak	7.4	0.941734603	-0.216857493
Browning	Muntiacus muntjak	7.4	-0.64647285	0.159541237
Browning	Macaca mulatta	7.4	-0.200640811	0.572685851
Browning	Muntiacus muntjak	8.1	-1.497089246	0.403884498
Browning	Muntiacus muntjak	8.1	0.407934621	-0.282499904
Browning	Semnopithecus schistaceus	7.7	-2.252074918	0.664700886
Browning	Semnopithecus schistaceus	7.7	-3.381827504	1.712541473
Browning	Semnopithecus schistaceus	7.7	-2.688026029	1.033763225
Browning	Panthera tigris	7.7	-3.304016087	0.130983458
Browning	Panthera tigris	7.7	-3.209726223	0.628990963
Browning	Rusa unicolor	7.7	2.068574571	-0.425587083
Browning	Rusa unicolor	7.7	-1.344171025	0.999073224
Browning	Rusa unicolor	7.7	2.551510268	-0.699250645
Browning	Axis axis	7.1	-1.493466228	-0.626669437
Browning	Semnopithecus schistaceus	7.1	-1.02652883	-0.427050726
Browning	Axis axis	7.1	-1.02652883	-0.427050726
Browning	Axis axis	7.1	1.942970221	0.608395594
Browning	Elephas maximus	7.1	1.382313746	1.945931437
Browning	Semnopithecus schistaceus	7.1	0.056275741	-0.335234589
Browning	Macaca mulatta	7.8	0.004073701	0.525654339
Browning	Sus scrofa	7.8	0.448440291	0.253776437
Browning	Sus scrofa	7.8	0.564013141	0.299109604
Browning	Sus scrofa	7.8	-0.733811385	1.378953893
Browning	Sus scrofa	7.8	3.108698892	0.307713797
Browning	Sus scrofa	7.8	1.41870201	0.278236817
Browning	Semnopithecus schistaceus	7.8	-0.087352568	0.53771262
Browning	Axis porcinus	7.55	0.324092116	0.168654156
Browning	Axis axis	7.55	0.324092116	0.168654156
Browning	Semnopithecus schistaceus	7.55	1.279264767	-0.729548806
Browning	Macaca mulatta	7.55	2.02724583	0.853297134
Browning	Hystrix indica	7.55	0.831663007	0.081663334
Browning	Semnopithecus schistaceus	7.55	1.340167267	-0.526803052
Browning	Rusa unicolor	7.55	-1.207496041	1.240051081
Browning	Rusa unicolor	7.55	-2.07563045	-0.29102233
Browning	Hystrix indica	7.1	-2.08851344	0.389475072
Browning	Semnopithecus schistaceus	7.1	0.643039716	1.589228078
Browning	Semnopithecus schistaceus	7.1	1.145935341	0.162315774
Browning	Rusa unicolor	7.1	3.213613019	0.052879891
Browning	Axis axis	7.1	3.213613019	0.052879891
Browning	Axis axis	7.1	-2.152556923	0.748065051
Browning	Rusa unicolor	7.1	2.52049465	0.759516828
Browning	Sus scrofa	7.1	-0.304291302	-0.445722568
Browning	Hystrix indica	7.1	-0.304291302	-0.445722568
Browning	Muntiacus muntjak	7.1	-0.551452403	0.503710173
Browning	Axis porcinus	7.1	-0.551452403	0.503710173
Browning	Axis axis	7.1	-2.721132871	0.280436283
Browning	Macaca mulatta	7.1	1.891550505	0.726863231
Browning	Axis porcinus	7.1	2.456864648	-0.082200223
Browning	Rusa unicolor	7.1	0.578895648	0.320062498
Browning	Hystrix indica	7.1	-0.735911112	0.39281169
Browning	Rusa unicolor	7.1	-2.582765198	-0.192037499
Browning	Semnopithecus schistaceus	7.1	-2.307686521	1.12020913
Browning	Semnopithecus schistaceus	7.1	1.499018783	-1.114691137
Browning	Panthera tigris	7.25	1.333822403	-0.271879993
Browning	Rhinoceros unicornis	7.5	-0.799666252	-0.132297726
Browning	Rhinoceros unicornis	7.5	-4.210007623	0.001004472
Browning	Panthera tigris	7.5	-1.113260861	0.204816479
Browning	Panthera tigris	7.5	2.587155522	0.565450279
Browning	Rhinoceros unicornis	7.5	-0.078398652	-0.743807213
Browning	Rhinoceros unicornis	7.5	-1.412690495	-1.340318383
Browning	Panthera tigris	7.5	-0.182922118	0.034028282
Browning	Panthera tigris	7.5	-2.563326432	0.200344741
Browning	Panthera tigris	8.1	-3.014271379	-0.083612163
Browning	Panthera tigris	8.1	-1.769614377	2.117821991
Browning	Macaca mulatta	8.1	-1.446704363	-0.084845138
Browning	Rhinoceros unicornis	7.35	-0.22280897	0.508046294
Browning	Rhinoceros unicornis	7.35	0.399519532	1.330131133
Browning	Rhinoceros unicornis	7.35	-1.559662787	1.299398861
Browning	Rhinoceros unicornis	7.35	-1.542331004	-0.039468275
Browning	Rhinoceros unicornis	7.35	-2.996396487	-0.183433246
Browning	Rhinoceros unicornis	7.35	-1.128019636	-0.782140005
Browning	Rhinoceros unicornis	7.35	0.806722131	0.139255606
Browning	Rhinoceros unicornis	7.35	1.321487681	0.016305949
Browning	Rhinoceros unicornis	7.35	-0.324735451	-0.663718889
Browning	Rhinoceros unicornis	7.35	-1.406001428	-1.574068539
Browning	Rhinoceros unicornis	7.35	-0.384153396	-1.205281279
Browning	Rhinoceros unicornis	7.35	-1.214329639	0.396852165
Browning	Rhinoceros unicornis	7.35	-0.73757452	1.460743287
Browning	Rhinoceros unicornis	7.35	-3.518845105	-1.282111958
Browning	Rhinoceros unicornis	7.35	0.245858173	2.182951671
Browning	Rhinoceros unicornis	7.35	-2.066745269	1.445377151
Browning	Rhinoceros unicornis	7.35	1.221607798	1.153420571
Browning	Rhinoceros unicornis	7.35	-0.290271487	0.416468356
Browning	Rhinoceros unicornis	7.35	0.499399414	1.59903851
Browning	Rhinoceros unicornis	7.35	0.301747357	-0.44645269
Browning	Rhinoceros unicornis	7.35	1.332954214	1.880686661
Browning	Rhinoceros unicornis	7.35	-1.772064564	1.00843167
Browning	Rhinoceros unicornis	7.35	0.407202599	1.130371367
Browning	Rhinoceros unicornis	7.35	-1.8439363	1.96782577
Browning	Rhinoceros unicornis	7.35	0.530131686	-0.721248
Browning	Rhinoceros unicornis	7.35	-4.387031779	-0.590635846
Browning	Rhinoceros unicornis	7.35	0.868186674	1.015125348
Browning	Rhinoceros unicornis	7.35	-1.521247447	-1.389674909
Browning	Rhinoceros unicornis	7.35	-1.406001428	-0.57526971
Browning	Rhinoceros unicornis	7.35	-0.831321438	1.625126436
Browning	Panthera tigris	7.35	-1.10636178	0.200720149
Browning	Rhinoceros unicornis	7.35	-0.968066557	0.86146399
Browning	Rhinoceros unicornis	7.1	3.155464078	-0.506695981
Browning	Rhinoceros unicornis	7.1	3.154239107	1.50011901
Browning	Elephas maximus	7.1	3.295252149	1.062236405
Browning	Elephas maximus	7.1	2.912468534	-0.863022085
Browning	Panthera tigris	7.15	2.37673354	-0.126123832
Browning	Elephas maximus	7.15	1.801474335	0.55272508
Browning	Panthera tigris	7.15	1.742937852	0.25879521
Browning	Axis axis	7.15	2.89582626	-0.337875773
Browning	Semnopithecus schistaceus	7.6	-0.512034076	-0.217028429
Browning	Axis axis	7.6	-2.184366998	1.305137946
Browning	Axis axis	7.6	2.334022367	0.099746334
Browning	Elephas maximus	7.6	3.344630446	1.399962071
Browning	Elephas maximus	7.6	3.657472756	0.994997277
Browning	Macaca mulatta	7.6	-0.469414475	0.908086285
Browning	Elephas maximus	7.6	0.444886218	-1.333665605
Browning	Elephas maximus	7.6	2.896018616	-2.775294906
Browning	Elephas maximus	7.6	-2.832717662	-0.662646688
Browning	Elephas maximus	7.6	1.163155018	-1.469769011
Browning	Elephas maximus	7.6	-1.81198979	-0.828846858
Browning	Elephas maximus	7.6	0.696310487	-0.567730425
Browning	Elephas maximus	7.6	0.702778354	-0.597440888
Browning	Elephas maximus	7.6	0.981164777	-1.628021394
Browning	Elephas maximus	7.6	2.931482403	-1.063556116
Browning	Elephas maximus	7.6	-0.47475715	-1.841669145
Browning	Macaca mulatta	7.6	3.040993141	1.160698218
Browning	Macaca mulatta	7.6	2.44891811	0.332548666
Browning	Sus scrofa	7.6	2.740816881	1.852037494
Browning	Elephas maximus	7.6	-0.3310845	-1.094395067
Browning	Panthera tigris	7.6	0.786495279	-0.348560408
Hiperfire1	Sus scrofa	7.3	-1.922726761	0.294171129
Browning	Axis porcinus	7.5	-1.438828135	-1.243385058
Browning	Axis porcinus	7.5	-1.182854181	-0.751038733
Browning	Axis porcinus	7.5	2.195141527	-0.054616471
Browning	Axis porcinus	7.5	-2.220541825	0.10497194
Browning	Axis porcinus	7.5	1.873013126	-2.035999152
Browning	Rhinoceros unicornis	7.5	1.394516925	-1.266636558
Browning	Rusa unicolor	7.5	-2.13244334	-0.48509166
Browning	Axis porcinus	7.5	-1.325856825	-0.719361318
Browning	Axis porcinus	7.5	-1.77857701	-0.096065247
Browning	Axis porcinus	7.5	-1.535669338	0.024301585
Browning	Rhinoceros unicornis	7.5	-1.411175739	-1.057205912
Browning	Rhinoceros unicornis	7.5	-2.273560914	-0.806526134
Browning	Rusa unicolor	7.5	-2.845871075	0.816325966
Browning	Rusa unicolor	7.5	3.87214662	0.439058497
Browning	Rhinoceros unicornis	7.5	-1.419015605	0.385133379
Browning	Axis porcinus	7.5	-1.079583704	0.302351447
Browning	Axis porcinus	7.5	2.106454702	0.488150985
Browning	Axis porcinus	7.5	2.745793705	0.557274419
Browning	Rhinoceros unicornis	7.5	-2.014845361	-0.242055839
Browning	Macaca mulatta	8.4	0.966652016	1.113637232
Browning	Sus scrofa	8.4	1.685884617	0.405007437
Browning	Axis axis	8.4	2.793448415	-0.067517113
Browning	Axis axis	8.4	3.15476105	-0.663811967
Browning	Axis axis	8.4	-2.156914009	-1.104486199
Browning	Axis axis	8.4	-0.133427391	0.737443109
Browning	Axis axis	8.4	0.823883451	-1.225638235
Browning	Macaca mulatta	8.4	-0.600660795	-1.179169233
Browning	Semnopithecus schistaceus	8.4	2.45625618	-0.785036144
Browning	Semnopithecus schistaceus	8.4	2.143798311	-0.317964522
Browning	Axis axis	8.4	-0.749886025	0.049037517
Browning	Panthera tigris	8.4	-3.117797159	0.323093295
Browning	Macaca mulatta	8.4	-0.49199684	0.90669572
Browning	Macaca mulatta	8.4	3.020804919	1.451876669
Browning	Macaca mulatta	7.5	-0.468436512	0.197442302
Browning	Elephas maximus	7.5	-2.678317475	-1.544132014
Browning	Sus scrofa	7.5	2.359799431	-0.367493682
Browning	Macaca mulatta	7.16	-2.00233767	1.447661225
Browning	Semnopithecus schistaceus	7.16	-2.00233767	1.447661225
Browning	Axis axis	7.16	2.145593688	1.655996361
Browning	Axis axis	7.16	-0.408996102	-0.481031114
Browning	Canis aureus	7.16	-2.49385667	-0.23256882
Browning	Canis aureus	7.16	-3.458897356	0.680224965
Browning	Hystrix indica	7.16	2.059501244	1.889145667
Browning	Canis aureus	7.16	1.36091287	-0.526206669
Browning	Canis aureus	7.16	-3.274996244	-0.557569948
Browning	Canis aureus	7.16	-1.248649029	-0.517197921
Browning	Canis aureus	7.16	2.140640679	1.080587938
Browning	Canis aureus	7.16	-2.906847884	-0.079258289
Browning	Hystrix indica	7.16	1.581224436	0.463357113
Browning	Canis aureus	7.16	1.549366777	0.373989282
Browning	Canis aureus	7.16	2.083677719	1.660739253
Browning	Sus scrofa	7.16	1.107699783	-0.343349511
Browning	Sus scrofa	7.16	-2.941391992	0.232953755
Browning	Sus scrofa	7.16	3.412912846	0.113202427
Browning	Canis aureus	7.16	2.339421373	-0.477797844
Browning	Sus scrofa	7.16	3.240770312	0.188047007
Browning	Panthera tigris	7.1	0.4762995	0.21918086
Browning	Rhinoceros unicornis	7.1	-0.675378256	-0.919367928
Browning	Panthera tigris	7.1	-2.983539108	-0.162350542
Browning	Panthera tigris	7.1	-0.393352171	-0.325628802
Browning	Rhinoceros unicornis	7.1	0.051952174	0.884114667
Browning	Macaca mulatta	7.1	0.68948446	-0.602880638
Browning	Elephas maximus	7.1	-0.916614463	-0.700495499
Browning	Panthera tigris	7.1	0.853499994	1.908314659
Browning	Rhinoceros unicornis	7.1	-0.460147823	0.424374196
Browning	Muntiacus muntjak	7.1	-2.397221721	-0.17719402
Browning	Panthera tigris	7.1	-1.996447811	0.268110324
Browning	Macaca mulatta	7.5	0.69152191	-1.775177109
Browning	Elephas maximus	7.5	-2.295101425	-1.598908209
Browning	Axis axis	7.5	3.084359269	-0.43193539
Browning	Axis porcinus	7.5	3.217104372	-0.294771092
Browning	Axis porcinus	7.08	-1.735781436	-1.176199813
Browning	Panthera tigris	7.75	-0.664297913	-0.104302874
Browning	Muntiacus muntjak	7.75	-1.222970029	-0.348803761
Browning	Macaca mulatta	7.75	-1.917488883	0.123275313
Browning	Panthera tigris	7.75	-0.350138591	-0.190404138
Browning	Axis porcinus	7.7	1.757421857	0.126270616
Browning	Rusa unicolor	7.7	3.919828078	0.097593256
Browning	Macaca mulatta	7.1	-0.269462983	-0.388481916
Browning	Axis axis	7.1	-0.269462983	-0.388481916
Browning	Axis axis	7.1	-1.841726395	0.125538257
Browning	Axis axis	7.1	2.160050172	-0.101723059
Browning	Axis axis	7.1	0.677636666	0.638694328
Browning	Axis axis	7.1	-0.481906594	-0.357523514
Browning	Panthera tigris	7.8	-0.350598773	-0.153896554
Browning	Rusa unicolor	7.8	0.48920759	0.563607911
Browning	Sus scrofa	7.8	2.471204519	-0.638343411
Browning	Sus scrofa	7.8	-0.423979911	0.009172642
Browning	Semnopithecus schistaceus	7.8	-1.589842928	0.270010726
Browning	Elephas maximus	7.8	1.63E-05	-0.015296971
Hiperfire1	Axis axis	7.7	-0.517234068	-1.087776463
Hiperfire1	Panthera tigris	7.7	1.722001788	-1.799439369
Hiperfire1	Sus scrofa	7.3	-0.394249967	0.82792493
Hiperfire1	Sus scrofa	7.3	-1.164553748	0.749074937
Browning	Hystrix indica	7.3	0.345150703	0.125175492
Browning	Axis axis	7.3	0.576403533	-0.005369112
Browning	Rusa unicolor	7.3	0.730104995	0.745818206
Browning	Rusa unicolor	7.3	-1.21694272	-0.109319056
Browning	Semnopithecus schistaceus	7.3	-0.983630488	1.753643298
Browning	Sus scrofa	7.3	-0.663879787	0.268031925
Browning	Axis axis	7.3	2.623626958	0.351529762
Hiperfire1	Axis axis	7.4	-0.428001403	-1.215899852
Hiperfire1	Rusa unicolor	7.4	0.436573876	-0.106353311
Hiperfire1	Axis axis	7.4	-0.876944296	1.270994845
Hiperfire1	Axis axis	7.4	1.119502818	-0.349204866
Hiperfire1	Axis axis	7.4	0.877515092	0.25839793
Hiperfire1	Axis axis	7.4	-0.012483333	-0.257339718
Hiperfire1	Axis axis	7.4	-0.125383803	0.307958037
Hiperfire1	Axis axis	7.4	0.073136314	-0.696839092
Hiperfire1	Axis axis	7.4	-0.22693828	-0.498936929
Hiperfire1	Axis axis	7.4	0.636806252	0.144240324
Hiperfire1	Axis axis	7.4	1.039697435	-1.064671383
Hiperfire1	Axis axis	7.4	0.139784059	-0.06485005
Hiperfire1	Axis axis	7.4	0.355102467	-1.190178646
Hiperfire1	Axis axis	7.4	0.181899023	-0.874175132
Hiperfire1	Axis axis	7.4	0.578857277	0.498323878
Hiperfire1	Axis axis	7.4	1.348439004	1.837893371
Hiperfire1	Axis axis	7.4	0.380060961	0.484168109
Hiperfire1	Axis axis	7.4	0.614234704	0.763786519
Hiperfire1	Axis axis	7.4	-0.331792198	-0.850063077
Browning	Panthera tigris	7.7	-0.668061048	-1.351213837
Browning	Elephas maximus	7.7	-2.676330094	0.215248351
Browning	Panthera tigris	7.7	-0.193174279	-0.135825665
Browning	Panthera tigris	7.7	-0.523180339	-0.007042812
Browning	Panthera tigris	7.7	-0.89343104	-0.288755302
Browning	Semnopithecus schistaceus	7.7	-1.330499112	1.291594071
Browning	Semnopithecus schistaceus	7.7	-1.733617194	1.075239097
Browning	Panthera tigris	7.7	-0.853186399	-0.192175346
Browning	Panthera tigris	7.7	-0.386348558	0.057348614
Browning	Panthera tigris	7.7	-0.828118406	-0.359927289
Browning	Semnopithecus schistaceus	7.7	-0.484145796	-0.191187811
Browning	Panthera tigris	7.7	-0.917577825	-0.200217091
Browning	Panthera tigris	7.7	-0.877333184	-0.192168163
Browning	Panthera tigris	7.7	-0.523180339	-0.151923522
Browning	Semnopithecus schistaceus	7.7	-1.156092463	0.846119374
Browning	Semnopithecus schistaceus	7.7	-1.132735759	0.473877553
Browning	Panthera tigris	7.7	-0.418313985	-0.103829805
Browning	Panthera tigris	7.7	-0.756599259	-0.449733868
Browning	Panthera tigris	7.7	-0.869284255	0.282718606
Browning	Panthera tigris	7.7	-0.981969252	0.459795029
Hiperfire1	Axis axis	7.45	0.409223739	0.010772633
Hiperfire1	Panthera tigris	7.45	0.699471727	-1.761059348
Hiperfire1	Panthera tigris	7.45	-2.791213126	0.765742273
Hiperfire1	Rusa unicolor	7.45	-0.705661742	0.337355833
Hiperfire1	Rusa unicolor	7.45	2.711226694	-0.139275344
Hiperfire1	Rusa unicolor	7.45	0.383780948	1.959139837
Browning	Macaca mulatta	7.1	-3.555623427	-0.004502965
Browning	Macaca mulatta	7.1	-1.190916238	-0.054558092
Browning	Macaca mulatta	7.1	0.752474765	-0.120292064
Browning	Rusa unicolor	7.1	-3.517904321	0.616932061
Browning	Hystrix indica	7.1	1.268794132	-0.069211211
Browning	Rusa unicolor	7.1	-3.733134754	0.230998317
Browning	Macaca mulatta	7.1	1.781531732	-0.92589402
Browning	Macaca mulatta	7.1	-1.002710914	-0.356207744
Hiperfire1	Sus scrofa	6.5	2.284489533	0.553570159
Hiperfire1	Axis axis	6.5	0.516924945	0.708361102
Hiperfire1	Axis axis	6.5	0.98028545	-0.035444486
Hiperfire1	Sus scrofa	6.5	1.360972488	-1.023429708
Hiperfire1	Axis axis	6.5	-0.619941384	-0.247061356
Hiperfire1	Axis axis	6.5	-1.773680225	-0.379613594
Hiperfire1	Axis axis	6.5	0.385429617	0.794790915
Hiperfire1	Hystrix indica	6.5	1.490023368	-0.747420424
Browning	Elephas maximus	7.8	2.77570975	1.280126975
Browning	Panthera tigris	7.8	2.160974706	0.741333428
Browning	Panthera tigris	7.8	1.712226564	-0.178356934
Browning	Panthera tigris	7.8	2.609698579	0.80293987
Browning	Axis axis	7.35	1.242182193	1.099803449
Browning	Axis axis	7.35	1.212044159	0.428235958
Browning	Axis axis	7.35	1.379105112	0.242659718
Browning	Axis axis	7.35	1.752597458	-0.432833146
Browning	Axis axis	7.35	2.929928899	0.629335106
Browning	Muntiacus muntjak	7.35	0.398955336	-0.13237818
Browning	Axis axis	7.35	1.22582033	0.144737179
Browning	Macaca mulatta	7.5	0.125664449	0.910917419
Browning	Muntiacus muntjak	7.5	0.367001072	0.09819593
Browning	Muntiacus muntjak	7.5	-2.003963157	-0.109236265
Browning	Semnopithecus schistaceus	7	0.816020419	-0.727795623
Browning	Rusa unicolor	7	1.170753206	0.527753594
Browning	Muntiacus muntjak	7	1.350882831	0.12647051
Browning	Muntiacus muntjak	7	0.784221855	0.214871319
Browning	Muntiacus muntjak	7	-2.312237582	-0.123477877
Browning	Axis axis	7	0.172340101	0.196458991
Browning	Muntiacus muntjak	7	-2.505364957	0.044892051
Browning	Semnopithecus schistaceus	7	-2.211489556	-0.475111968
Browning	Axis porcinus	7.4	1.784565695	0.565539582
Browning	Axis axis	7.4	1.508611237	-0.34079806
Browning	Elephas maximus	7.4	-0.463811747	-2.339737603
Hiperfire1	Axis axis	7.2	-0.948620619	-0.257544274
Browning	Macaca mulatta	7.2	0.735194308	-1.074421359
Browning	Canis aureus	7.2	-0.78104758	0.244772909
Browning	Macaca mulatta	7.4	-1.195531561	0.116997822
Browning	Muntiacus muntjak	7.4	0.085088671	0.310380264
Browning	Sus scrofa	7.4	0.23206001	0.093790921
Browning	Axis axis	7.4	-2.077947441	0.215240337
Browning	Macaca mulatta	7.4	-0.353422053	-0.08227525
Browning	Macaca mulatta	7.4	0.878519944	0.218852041
Hiperfire1	Axis axis	8.1	-0.929353606	-1.631575047
Hiperfire1	Sus scrofa	7.25	0.385525784	0.689729723
Hiperfire1	Muntiacus muntjak	7.25	0.71567918	-0.155951281
Hiperfire1	Panthera tigris	7.25	0.486016407	0.076128388
Hiperfire1	Elephas maximus	7.25	-1.983778357	0.08586832
Hiperfire1	Sus scrofa	7.25	0.813218451	0.16565561
Hiperfire1	Muntiacus muntjak	7.25	0.445764188	0.424680747
Browning	Rhinoceros unicornis	7.35	1.521247447	1.015125348
Browning	Rhinoceros unicornis	7.35	0.614645433	1.860262819
Browning	Rusa unicolor	7.35	0.560863958	0.784633311
Browning	Rusa unicolor	7.35	-0.391836464	0.185354013
Browning	Rusa unicolor	7.35	0.445617939	1.337814201
Browning	Elephas maximus	7.25	-3.505298129	-0.575666663
Hiperfire2	Panthera tigris	7.5	-0.86600469	-0.061579675
Hiperfire2	Panthera tigris	7.5	-0.528936996	-0.056394018
Browning	Elephas maximus	8.1	0.75898676	1.629698244
Browning	Elephas maximus	8.1	-3.931138708	-0.087658851
Browning	Rhinoceros unicornis	7.35	1.245670643	0.585702348
Browning	Axis porcinus	7.35	1.311174955	-0.080029033
Browning	Axis porcinus	7.35	-2.213828747	0.41781664
Browning	Panthera tigris	7.35	-1.430580597	-0.542732531
Browning	Panthera tigris	7.35	1.037214168	-0.098919499
Browning	Axis porcinus	7.35	1.132151121	-0.270722975
